Year,Measurement.date,Unit,Plot,Species,Number,Health,Herbivory,Condition,HT.cm,RCD.mm
2022,9/12/22,3,5,QURU,11,V,2,1,41,12.8
2022,9/12/22,3,5,QURU,12,D,0,0,,
2022,9/12/22,3,5,QURU,13,L,1,0,53,11
2022,9/12/22,3,5,QURU,14,V,1,1,24,7.1
2022,9/12/22,3,5,QURU,15,L,2,1,44,7.2
2022,9/12/22,3,5,QURU,16,D,0,0,,
2022,9/12/22,3,5,QURU,17,V,2,1,58,10.8
2022,9/12/22,3,5,QURU,18,L,1,1,29,8.6
2022,9/12/22,3,5,QURU,19,L,1,1,13,8.9
2022,9/12/22,3,5,QURU,20,L,1,0,57,8.8
2022,9/12/22,3,5,TIAM,1,L,1,0,15,3.3
2022,9/12/22,3,5,TIAM,2,L,1,0,26,5.4
2022,9/12/22,3,5,TIAM,3,V,1,1,11,3.4
2022,9/12/22,3,5,TIAM,4,L,1,0,14,4.3
2022,9/12/22,3,5,TIAM,5,L,0,0,18,4.9
2022,9/12/22,3,5,TIAM,6,L,1,0,25,8.3
2022,9/12/22,3,5,TIAM,7,D,0,0,,
2022,9/12/22,3,5,TIAM,8,D,0,0,,
2022,9/12/22,3,5,TIAM,9,D,0,0,,
2022,9/12/22,3,5,TIAM,10,L,2,0,21,6
2022,9/12/22,3,5,TIAM,11,L,1,0,25,9
2022,9/12/22,3,5,TIAM,12,L,1,0,36,5.7
2022,9/12/22,3,5,TIAM,13,L,1,1,38,10.5
2022,9/12/22,3,5,TIAM,14,L,1,0,25,7.2
2022,9/12/22,3,5,TIAM,15,L,1,0,64,9.6
2022,9/12/22,3,5,TIAM,16,L,1,0,27,8.6
2022,9/12/22,3,5,TIAM,17,L,1,0,22,4.9
2022,9/12/22,3,5,TIAM,18,D,0,0,,
2022,9/12/22,3,5,TIAM,19,L,1,0,16,5.1
2022,9/12/22,3,5,TIAM,20,L,1,0,62,9.5
2022,9/12/22,2,5,ACRU,1,L,1,0,80,13.3
2022,9/12/22,2,5,ACRU,2,V,2,0,24,4
2022,9/12/22,2,5,ACRU,3,L,0,1,51,8.3
2022,9/12/22,2,5,ACRU,4,L,1,0,105,10.3
2022,9/12/22,2,5,ACRU,5,L,1,0,109.5,10.2
2022,9/12/22,2,5,ACRU,6,L,1,0,95,10.2
2022,9/12/22,2,5,ACRU,7,L,2,1,77,13.5
2022,9/12/22,2,5,ACRU,8,L,2,1,66,13
2022,9/12/22,2,5,ACRU,9,L,1,0,133,8.2
2022,9/12/22,2,5,ACRU,10,L,1,0,29,3
2022,9/12/22,2,5,ACRU,11,L,1,0,74.5,9.3
2022,9/12/22,2,5,ACRU,12,L,2,0,55,11
2022,9/12/22,2,5,ACRU,13,L,0,1,142,14.1
2022,9/12/22,2,5,ACRU,14,L,1,0,82,7.3
2022,9/12/22,2,5,ACRU,15,L,1,0,95,10.5
2022,9/12/22,2,5,ACRU,16,L,2,0,58,10
2022,9/12/22,2,5,ACRU,17,L,2,1,42,15.4
2022,9/12/22,2,5,ACRU,18,L,1,0,93,14.6
2022,9/12/22,2,5,ACRU,19,L,1,0,96,15.5
2022,9/12/22,2,5,ACRU,20,L,1,0,103,13.1
2022,9/12/22,2,5,ACSA,1,L,1,0,51,8.5
2022,9/12/22,2,5,ACSA,2,V,0,0,61.5,8.2
2022,9/12/22,2,5,ACSA,3,V,0,1,22,7.5
2022,9/12/22,2,5,ACSA,4,D,0,0,,
2022,9/12/22,2,5,ACSA,5,L,1,0,35,5.9
2022,9/12/22,2,5,ACSA,6,D,0,0,,
2022,9/12/22,2,5,ACSA,7,D,0,0,,
2022,9/12/22,2,5,ACSA,8,D,0,0,,
2022,9/12/22,2,5,ACSA,9,L,1,0,51,12.5
2022,9/12/22,2,5,ACSA,10,L,1,0,72,7.9
2022,9/12/22,2,5,ACSA,11,L,1,1,69,11
2022,9/12/22,2,5,ACSA,12,L,1,1,33,9.5
2022,9/12/22,2,5,ACSA,13,D,0,0,,
2022,9/12/22,2,5,ACSA,14,D,0,0,,
2022,9/12/22,2,5,ACSA,15,L,1,0,40,3.5
2022,9/12/22,2,5,ACSA,16,L,1,0,41,7.3
2022,9/12/22,2,5,ACSA,17,V,1,0,91,7
2022,9/12/22,2,5,ACSA,18,D,0,0,,
2022,9/12/22,2,5,ACSA,19,V,1,0,40,7.5
2022,9/12/22,2,5,ACSA,20,V,1,0,41,5
2022,9/12/22,2,5,NYSY,1,L,1,0,62.5,9.8
2022,9/12/22,2,5,NYSY,2,L,1,0,31.5,6.1
2022,9/12/22,2,5,NYSY,3,D,0,0,,
2022,9/12/22,2,5,NYSY,4,L,1,0,12,2.5
2022,9/12/22,2,5,NYSY,5,D,0,0,,
2022,9/12/22,2,5,NYSY,6,L,1,0,24.5,2.6
2022,9/12/22,2,5,NYSY,7,D,0,0,,
2022,9/12/22,2,5,NYSY,8,D,0,0,,
2022,9/12/22,2,5,NYSY,9,L,1,0,50,7
2022,9/12/22,2,5,NYSY,10,L,0,1,53,6.4
2022,9/12/22,2,5,NYSY,11,L,1,0,63,7.7
2022,9/12/22,2,5,NYSY,12,L,1,0,48,6
2022,9/12/22,2,5,NYSY,13,D,0,0,,
2022,9/12/22,2,5,NYSY,14,L,1,0,25,5
2022,9/12/22,2,5,NYSY,15,D,0,0,,
2022,9/12/22,2,5,NYSY,16,L,1,0,38,5.7
2022,9/12/22,2,5,NYSY,17,V,0,0,39,3.5
2022,9/12/22,2,5,NYSY,18,D,0,0,,
2022,9/12/22,2,5,NYSY,19,L,1,0,34,9.1
2022,9/12/22,2,5,NYSY,20,D,0,0,,
2022,9/12/22,2,5,PRSE,1,L,1,0,79,10
2022,9/12/22,2,5,PRSE,2,L,2,1,54,8.5
2022,9/12/22,2,5,PRSE,3,L,1,0,20.5,15
2022,9/12/22,2,5,PRSE,4,L,1,0,79.5,13
2022,9/12/22,2,5,PRSE,5,L,1,0,111,10.6
2022,9/12/22,2,5,PRSE,6,L,1,0,98,13.8
2022,9/12/22,2,5,PRSE,7,L,1,0,111,9.7
2022,9/12/22,2,5,PRSE,8,L,1,0,103,16.5
2022,9/12/22,2,5,PRSE,9,L,2,0,58,11.5
2022,9/12/22,2,5,PRSE,10,L,1,0,144.5,18.6
2022,9/12/22,2,5,PRSE,11,L,1,0,81.5,6.8
2022,9/12/22,2,5,PRSE,12,L,1,0,13.1,15.6
2022,9/12/22,2,5,PRSE,13,L,2,0,96,10
2022,9/12/22,2,5,PRSE,14,V,1,0,69,10
2022,9/12/22,2,5,PRSE,15,L,1,0,118,17.7
2022,9/12/22,2,5,PRSE,16,L,1,0,139,24
2022,9/12/22,2,5,PRSE,17,L,1,0,143,20
2022,9/12/22,2,5,PRSE,18,L,1,0,120.5,16
2022,9/12/22,2,5,PRSE,19,L,1,0,85,9.5
2022,9/12/22,2,5,PRSE,20,L,1,0,38,5.6
2022,9/12/22,2,5,BELE,1,D,0,0,,
2022,9/12/22,2,5,BELE,2,L,0,0,79,9.7
2022,9/12/22,2,5,BELE,3,D,0,0,,
2022,9/12/22,2,5,BELE,4,L,0,1,37,4.1
2022,9/12/22,2,5,BELE,5,L,0,0,209,23.7
2022,9/12/22,2,5,BELE,6,D,0,0,,
2022,9/12/22,2,5,BELE,7,D,0,0,,
2022,9/12/22,2,5,BELE,8,D,0,0,,
2022,9/12/22,2,5,BELE,9,L,0,0,137.5,10.5
2022,9/12/22,2,5,BELE,10,D,0,0,,
2022,9/12/22,2,5,BELE,11,D,0,0,,
2022,9/12/22,2,5,BELE,12,D,0,0,,
2022,9/12/22,2,5,BELE,13,L,0,0,172.5,10.3
2022,9/12/22,2,5,BELE,14,D,0,0,,
2022,9/12/22,2,5,BELE,15,D,0,0,,
2022,9/12/22,2,5,BELE,16,D,0,0,,
2022,9/12/22,2,5,BELE,17,L,2,0,132.5,8.1
2022,9/12/22,2,5,BELE,18,L,0,0,178,18
2022,9/12/22,2,5,BELE,19,L,0,0,226,15.1
2022,9/12/22,2,5,BELE,20,D,0,0,,
2022,9/12/22,2,5,CACO,1,D,0,0,,
2022,9/12/22,2,5,CACO,2,V,0,1,12,1.9
2022,9/12/22,2,5,CACO,3,D,0,0,,
2022,9/12/22,2,5,CACO,4,L,0,1,23,6.8
2022,9/12/22,2,5,CACO,5,D,0,0,,
2022,9/12/22,2,5,CACO,6,V,1,0,17,2.2
2022,9/12/22,2,5,CACO,7,D,0,0,,
2022,9/12/22,2,5,CACO,8,L,0,0,23,3.3
2022,9/12/22,2,5,CACO,9,L,0,0,13,2.8
2022,9/12/22,2,5,CACO,10,D,0,0,,
2022,9/12/22,2,5,CACO,11,D,0,0,,
2022,9/12/22,2,5,CACO,12,D,0,0,,
2022,9/12/22,2,5,CACO,13,V,0,0,14.5,2.5
2022,9/12/22,2,5,CACO,14,D,0,0,,
2022,9/12/22,2,5,CACO,15,L,0,0,36.5,2.8
2022,9/12/22,2,5,CACO,16,L,0,0,40,3.1
2022,9/12/22,2,5,CACO,17,L,1,0,26.5,3
2022,9/12/22,2,5,CACO,18,L,0,0,21.5,4
2022,9/12/22,2,5,CACO,19,D,0,0,,
2022,9/12/22,2,5,CACO,20,V,0,1,11,1.4
2022,9/12/22,2,5,QURU,1,L,2,0,106.5,9.2
2022,9/12/22,2,5,QURU,2,L,1,0,115,12.8
2022,9/12/22,2,5,QURU,3,D,0,0,,
2022,9/12/22,2,5,QURU,4,L,1,0,51,6.1
2022,9/12/22,2,5,QURU,5,L,1,0,76,89
2022,9/12/22,2,5,QURU,6,L,1,0,111,12.8
2022,9/12/22,2,5,QURU,7,L,0,0,129,15.4
2022,9/12/22,2,5,QURU,8,L,2,0,129,8.6
2022,9/12/22,2,5,QURU,9,L,1,0,129,9.4
2022,9/12/22,2,5,QURU,10,L,1,0,79,9.2
2022,9/12/22,2,5,QURU,11,L,1,0,61,7
2022,9/12/22,2,5,QURU,12,D,0,0,,
2022,9/12/22,2,5,QURU,13,L,1,0,58,8.6
2022,9/12/22,2,5,QURU,14,L,0,0,110.5,9.9
2022,9/12/22,2,5,QURU,15,L,1,0,41,8.8
2022,9/12/22,2,5,QURU,16,L,0,0,48,5.4
2022,9/12/22,2,5,QURU,17,L,2,0,131,11.5
2022,9/12/22,2,5,QURU,18,L,1,0,88,10.8
2022,9/12/22,2,5,QURU,19,L,1,0,72.5,10.2
2022,9/12/22,2,5,QURU,20,L,1,0,92.5,11.6
2022,9/12/22,2,5,QURU,21,D,0,0,,
2022,9/12/22,2,5,TIAM,1,V,2,0,30.5,5.8
2022,9/12/22,2,5,TIAM,2,L,1,0,37.5,7.1
2022,9/12/22,2,5,TIAM,3,L,0,1,36.5,9.5
2022,9/12/22,2,5,TIAM,4,L,0,0,31,3.6
2022,9/12/22,2,5,TIAM,5,L,1,1,12.5,1.2
2022,9/12/22,2,5,TIAM,6,L,0,0,24,4.3
2022,9/12/22,2,5,TIAM,7,L,0,0,43,7.9
2022,9/12/22,2,5,TIAM,8,L,1,0,76,12.2
2022,9/12/22,2,5,TIAM,9,V,0,1,33,12
2022,9/12/22,2,5,TIAM,10,V,2,0,30,9.7
2022,9/12/22,2,5,TIAM,11,L,0,0,23,3.3
2022,9/12/22,2,5,TIAM,12,V,1,0,27,6.6
2022,9/12/22,2,5,TIAM,13,L,1,0,26,4.6
2022,9/12/22,2,5,TIAM,14,V,3,1,30.5,5.6
2022,9/12/22,2,5,TIAM,15,L,1,0,32,10.2
2022,9/12/22,2,5,TIAM,16,V,2,0,9.5,5.2
2022,9/12/22,2,5,TIAM,17,D,0,0,,
2022,9/12/22,2,5,TIAM,18,V,2,0,47,8.1
2022,9/12/22,2,5,TIAM,19,L,0,1,96,11
2022,9/12/22,2,5,TIAM,20,D,0,0,,
2022,9/12/22,2,9,ACRU,1,L,1,0,94.5,8.6
2022,9/12/22,2,9,ACRU,2,V,1,1,30,8.9
2022,9/12/22,2,9,ACRU,3,L,1,1,86,10
2022,9/12/22,2,9,ACRU,4,L,1,0,80.5,8.2
2022,9/12/22,2,9,ACRU,5,L,1,0,62,6.3
2022,9/12/22,2,9,ACRU,6,L,1,0,74.5,9.3
2022,9/12/22,2,9,ACRU,7,L,1,1,120,8.3
2022,9/12/22,2,9,ACRU,8,L,1,0,101,9.5
2022,9/12/22,2,9,ACRU,9,L,2,0,95.5,11.8
2022,9/12/22,2,9,ACRU,10,L,0,0,18,7.3
2022,9/12/22,2,9,ACRU,11,L,1,0,56.3,9.1
2022,9/12/22,2,9,ACRU,12,D,0,0,,
2022,9/12/22,2,9,ACRU,13,V,2,1,15,5.6
2022,9/12/22,2,9,ACRU,14,L,1,0,78.5,9.3
2022,9/12/22,2,9,ACRU,15,L,1,0,57.1,6.3
2022,9/12/22,2,9,ACRU,16,L,2,0,43,7.1
2022,9/12/22,2,9,ACRU,17,L,1,0,50,8
2022,9/12/22,2,9,ACRU,18,L,2,0,62,8.3
2022,9/12/22,2,9,ACRU,19,L,1,0,135.5,8.7
2022,9/12/22,2,9,ACRU,20,L,1,0,109,11
2022,9/12/22,2,9,ACSA,1,V,3,0,33.5,6.3
2022,9/12/22,2,9,ACSA,2,L,2,0,49,5.5
2022,9/12/22,2,9,ACSA,3,D,0,0,,
2022,9/12/22,2,9,ACSA,4,V,1,1,33,9.3
2022,9/12/22,2,9,ACSA,5,L,1,0,71,7.3
2022,9/12/22,2,9,ACSA,6,L,1,0,41,6.5
2022,9/12/22,2,9,ACSA,7,V,1,0,40,4.5
2022,9/12/22,2,9,ACSA,8,V,1,0,48,5.2
2022,9/12/22,2,9,ACSA,9,V,1,0,64,7.2
2022,9/12/22,2,9,ACSA,10,V,1,0,52,8.4
2022,9/12/22,2,9,ACSA,11,V,0,1,43,9.1
2022,9/12/22,2,9,ACSA,12,L,1,1,51,7.3
2022,9/12/22,2,9,ACSA,13,L,1,0,62,6.5
2022,9/12/22,2,9,ACSA,14,V,0,0,52.5,7.5
2022,9/12/22,2,9,ACSA,15,V,1,0,51.5,9.1
2022,9/12/22,2,9,ACSA,16,V,1,0,12.5,4
2022,9/12/22,2,9,ACSA,17,V,1,0,41,3.5
2022,9/12/22,2,9,ACSA,18,L,1,0,71,8.8
2022,9/12/22,2,9,ACSA,19,L,1,0,44,5.8
2022,9/12/22,2,9,ACSA,20,L,1,0,107,9.1
2022,9/12/22,2,9,NYSY,1,L,1,1,28.5,4.4
2022,9/12/22,2,9,NYSY,2,D,0,0,,
2022,9/12/22,2,9,NYSY,3,D,0,0,,
2022,9/12/22,2,9,NYSY,4,D,0,0,,
2022,9/12/22,2,9,NYSY,5,D,0,0,,
2022,9/12/22,2,9,NYSY,6,L,0,0,17.5,6.9
2022,9/12/22,2,9,NYSY,7,L,0,0,44,6
2022,9/12/22,2,9,NYSY,8,L,0,0,22,7.8
2022,9/12/22,2,9,NYSY,9,L,0,0,61,7.3
2022,9/12/22,2,9,NYSY,10,V,0,0,22,4.5
2022,9/12/22,2,9,NYSY,11,NA,0,0,NA,NA
2022,9/12/22,2,9,NYSY,12,V,0,0,18,5.1
2022,9/12/22,2,9,NYSY,13,NA,0,0,NA,NA
2022,9/12/22,2,9,NYSY,14,L,0,0,61.5,7.6
2022,9/12/22,2,9,NYSY,15,L,0,0,43.5,6.2
2022,9/12/22,2,9,NYSY,16,D,0,0,,
2022,9/12/22,2,9,NYSY,17,D,0,0,,
2022,9/12/22,2,9,NYSY,18,NA,0,0,NA,NA
2022,9/12/22,2,9,NYSY,19,D,0,0,,
2022,9/12/22,2,9,NYSY,20,D,0,0,,
2022,9/12/22,2,9,PRSE,1,L,0,0,43,4.3
2022,9/12/22,2,9,PRSE,2,V,0,0,53.5,6.4
2022,9/12/22,2,9,PRSE,3,L,0,0,42,5.7
2022,9/12/22,2,9,PRSE,4,D,0,0,,
2022,9/12/22,2,9,PRSE,5,L,0,0,131,12.6
2022,9/12/22,2,9,PRSE,6,L,0,0,127,12.8
2022,9/12/22,2,9,PRSE,7,V,0,0,78.5,7.6
2022,9/12/22,2,9,PRSE,8,L,0,0,43,5.8
2022,9/12/22,2,9,PRSE,9,L,0,0,119.5,10
2022,9/12/22,2,9,PRSE,10,L,0,0,76.5,6.8
2022,9/12/22,2,9,PRSE,11,D,0,0,,
2022,9/12/22,2,9,PRSE,12,V,0,0,69.5,6
2022,9/12/22,2,9,PRSE,13,L,0,0,119,11.1
2022,9/12/22,2,9,PRSE,14,L,0,0,104.5,9.4
2022,9/12/22,2,9,PRSE,15,L,0,0,104,9.5
2022,9/12/22,2,9,PRSE,16,L,0,0,102.5,14.2
2022,9/12/22,2,9,PRSE,17,V,0,0,62.5,11.2
2022,9/12/22,2,9,PRSE,18,L,0,0,121,11.4
2022,9/12/22,2,9,PRSE,19,L,0,0,145.5,13.3
2022,9/12/22,2,9,PRSE,20,L,0,0,145.5,13.2
2022,9/12/22,2,9,BELE,1,L,1,0,68,7.6
2022,9/12/22,2,9,BELE,2,L,1,0,91,8.2
2022,9/12/22,2,9,BELE,3,L,1,0,140,10.6
2022,9/12/22,2,9,BELE,4,D,0,0,,
2022,9/12/22,2,9,BELE,5,D,0,0,,
2022,9/12/22,2,9,BELE,6,D,0,0,,
2022,9/12/22,2,9,BELE,7,D,0,0,,
2022,9/12/22,2,9,BELE,8,L,2,1,93.5,16.2
2022,9/12/22,2,9,BELE,9,L,0,0,155,14
2022,9/12/22,2,9,BELE,10,L,1,0,89,9.5
2022,9/12/22,2,9,BELE,11,D,0,0,,
2022,9/12/22,2,9,BELE,12,L,0,0,137,19.6
2022,9/12/22,2,9,BELE,13,L,0,0,148.5,17.7
2022,9/12/22,2,9,BELE,14,L,1,0,57,6.4
2022,9/12/22,2,9,BELE,15,L,1,0,60.5,6.1
2022,9/12/22,2,9,BELE,16,L,2,0,68.5,6.3
2022,9/12/22,2,9,BELE,17,L,0,0,63,7.1
2022,9/12/22,2,9,BELE,18,L,0,0,117,8.8
2022,9/12/22,2,9,BELE,19,D,0,0,,
2022,9/12/22,2,9,BELE,20,D,0,0,,
2022,9/12/22,2,9,CACO,1,V,0,1,9.5,6.5
2022,9/12/22,2,9,CACO,2,D,0,0,,
2022,9/12/22,2,9,CACO,3,L,0,0,26,3.8
2022,9/12/22,2,9,CACO,4,L,0,1,22,4.6
2022,9/12/22,2,9,CACO,5,D,0,0,,
2022,9/12/22,2,9,CACO,6,L,0,1,27,4.2
2022,9/12/22,2,9,CACO,7,V,0,0,13,3.1
2022,9/12/22,2,9,CACO,8,L,0,0,69.5,7.1
2022,9/12/22,2,9,CACO,9,V,0,1,6,5.4
2022,9/12/22,2,9,CACO,10,L,2,0,23.5,3.2
2022,9/12/22,2,9,CACO,11,V,0,1,14,5.8
2022,9/12/22,2,9,CACO,12,V,0,1,8,3.5
2022,9/12/22,2,9,CACO,13,L,0,0,35,6.1
2022,9/12/22,2,9,CACO,14,L,0,1,17,3.3
2022,9/12/22,2,9,CACO,15,V,0,0,11,2.9
2022,9/12/22,2,9,CACO,16,L,0,0,55,5.4
2022,9/12/22,2,9,CACO,17,V,1,0,14,4.3
2022,9/12/22,2,9,CACO,18,D,0,0,,
2022,9/12/22,2,9,CACO,19,V,0,1,15.5,5
2022,9/12/22,2,9,CACO,20,L,0,1,26,4.2
2022,9/12/22,2,9,QURU,1,L,2,0,44,14.5
2022,9/12/22,2,9,QURU,2,L,1,0,62,8.4
2022,9/12/22,2,9,QURU,3,L,1,0,62.5,9.3
2022,9/12/22,2,9,QURU,4,L,0,0,98,8.8
2022,9/12/22,2,9,QURU,5,L,1,0,95.5,10.5
2022,9/12/22,2,9,QURU,6,D,0,0,,
2022,9/12/22,2,9,QURU,7,D,0,0,,
2022,9/12/22,2,9,QURU,8,L,1,0,67,8.5
2022,9/12/22,2,9,QURU,9,L,0,0,70.5,10.5
2022,9/12/22,2,9,QURU,10,L,0,1,57,8.7
2022,9/12/22,2,9,QURU,11,L,0,1,78.5,12.2
2022,9/12/22,2,9,QURU,12,L,0,0,81,12.4
2022,9/12/22,2,9,QURU,13,L,0,0,87,16.7
2022,9/12/22,2,9,QURU,14,L,0,0,52,5.7
2022,9/12/22,2,9,QURU,15,L,0,0,93,10.8
2022,9/12/22,2,9,QURU,16,L,1,0,49,6.1
2022,9/12/22,2,9,QURU,17,V,1,0,45,6.5
2022,9/12/22,2,9,QURU,18,V,3,0,61,10.5
2022,9/12/22,2,9,QURU,19,L,2,1,62,9.1
2022,9/12/22,2,9,QURU,20,L,2,0,53,9.8
2022,9/12/22,2,9,QURU,21,L,0,0,120,14.5
2022,9/12/22,2,9,TIAM,1,L,0,0,54,7.6
2022,9/12/22,2,9,TIAM,2,L,0,1,32,11.9
2022,9/12/22,2,9,TIAM,3,V,0,1,13,5.6
2022,9/12/22,2,9,TIAM,4,V,0,0,34,7.4
2022,9/12/22,2,9,TIAM,5,D,0,0,,
2022,9/12/22,2,9,TIAM,6,L,0,0,48,9.7
2022,9/12/22,2,9,TIAM,7,V,0,0,30,6.7
2022,9/12/22,2,9,TIAM,8,L,0,1,12,7.8
2022,9/12/22,2,9,TIAM,9,L,0,0,31,7.1
2022,9/12/22,2,9,TIAM,10,L,1,0,49,10.2
2022,9/12/22,2,9,TIAM,11,D,0,0,,
2022,9/12/22,2,9,TIAM,12,V,0,0,25,4.4
2022,9/12/22,2,9,TIAM,13,L,2,0,51,9.6
2022,9/12/22,2,9,TIAM,14,V,0,1,22,4.6
2022,9/12/22,2,9,TIAM,15,L,0,1,28.5,11.5
2022,9/12/22,2,9,TIAM,16,D,0,0,,
2022,9/12/22,2,9,TIAM,17,L,0,0,80,13.7
2022,9/12/22,2,9,TIAM,18,L,2,0,45,9
2022,9/12/22,2,9,TIAM,19,V,0,0,25,3.5
2022,9/12/22,2,9,TIAM,20,L,1,0,37,5.8
2022,9/12/22,14,5,ACRU,1,L,0,0,52,6.7
2022,9/12/22,14,5,ACRU,2,L,1,1,116.5,13
2022,9/12/22,14,5,ACRU,3,L,2,0,52,8.7
2022,9/12/22,14,5,ACRU,4,L,0,1,29.5,5.6
2022,9/12/22,14,5,ACRU,5,V,0,1,33.5,6.1
2022,9/12/22,14,5,ACRU,6,L,2,0,84,9.6
2022,9/12/22,14,5,ACRU,7,L,2,1,85.5,8.7
2022,9/12/22,14,5,ACRU,8,V,3,0,23.5,7.5
2022,9/12/22,14,5,ACRU,9,L,0,0,71,9.2
2022,9/12/22,14,5,ACRU,10,L,1,1,55,8.2
2022,9/12/22,14,5,ACRU,11,L,2,0,34.5,6
2022,9/12/22,14,5,ACRU,12,L,1,1,50.5,6.9
2022,9/12/22,14,5,ACRU,13,L,1,1,84.5,9.6
2022,9/12/22,14,5,ACRU,14,L,0,0,58.5,10.2
2022,9/12/22,14,5,ACRU,15,L,2,0,41.5,7.4
2022,9/12/22,14,5,ACRU,16,L,2,1,87.5,9.5
2022,9/12/22,14,5,ACRU,17,L,2,1,33,5.6
2022,9/12/22,14,5,ACRU,18,L,0,0,72.5,7.7
2022,9/12/22,14,5,ACRU,19,D,0,0,,
2022,9/12/22,14,5,ACRU,20,L,1,0,80,10.2
2022,9/12/22,14,5,ACSA,1,D,0,0,,
2022,9/12/22,14,5,ACSA,2,D,0,0,,
2022,9/12/22,14,5,ACSA,3,L,1,0,70,10.4
2022,9/12/22,14,5,ACSA,4,L,2,0,48.5,8.8
2022,9/12/22,14,5,ACSA,5,L,0,0,40,7.9
2022,9/12/22,14,5,ACSA,6,L,0,0,41.5,6.7
2022,9/12/22,14,5,ACSA,7,L,1,1,41,8
2022,9/12/22,14,5,ACSA,8,L,0,0,75,10.8
2022,9/12/22,14,5,ACSA,9,D,0,0,,
2022,9/12/22,14,5,ACSA,10,D,0,0,,
2022,9/12/22,14,5,ACSA,11,D,0,0,,
2022,9/12/22,14,5,ACSA,12,L,1,0,54,10.5
2022,9/12/22,14,5,ACSA,13,D,0,0,,
2022,9/12/22,14,5,ACSA,14,V,2,1,48,5.7
2022,9/12/22,14,5,ACSA,15,V,0,1,13,5.3
2022,9/12/22,14,5,ACSA,16,L,0,0,45.5,7.9
2022,9/12/22,14,5,ACSA,17,D,0,0,,
2022,9/12/22,14,5,ACSA,18,L,1,0,70,10.2
2022,9/12/22,14,5,ACSA,19,L,0,0,36,5.7
2022,9/12/22,14,5,ACSA,20,D,0,0,,
2022,9/12/22,14,5,NYSY,1,L,0,0,40.5,7.7
2022,9/12/22,14,5,NYSY,2,D,0,0,,
2022,9/12/22,14,5,NYSY,3,L,0,0,25.5,5.7
2022,9/12/22,14,5,NYSY,4,L,1,0,52,9.5
2022,9/12/22,14,5,NYSY,5,V,2,0,61,6.4
2022,9/12/22,14,5,NYSY,6,L,0,1,15,8.3
2022,9/12/22,14,5,NYSY,7,,0,0,,
2022,9/12/22,14,5,NYSY,8,L,0,1,11.5,7.3
2022,9/12/22,14,5,NYSY,9,,0,0,,
2022,9/12/22,14,5,NYSY,10,L,0,0,70.5,8.6
2022,9/12/22,14,5,NYSY,11,L,1,0,56,7.5
2022,9/12/22,14,5,NYSY,12,V,0,0,11.5,4.2
2022,9/12/22,14,5,NYSY,13,L,0,0,66.5,11.4
2022,9/12/22,14,5,NYSY,14,L,1,0,52,11.1
2022,9/12/22,14,5,NYSY,15,L,3,1,41,6.5
2022,9/12/22,14,5,NYSY,16,L,1,0,31.5,6.6
2022,9/12/22,14,5,NYSY,17,V,3,1,25,4.7
2022,9/12/22,14,5,NYSY,18,L,2,0,48,5.7
2022,9/12/22,14,5,NYSY,19,L,1,0,60,8.6
2022,9/12/22,14,5,NYSY,20,L,3,0,31.5,6.7
2022,9/12/22,14,5,PRSE,1,L,1,0,148,10.4
2022,9/12/22,14,5,PRSE,2,V,3,0,82.5,12.3
2022,9/12/22,14,5,PRSE,3,L,2,1,108,14.4
2022,9/12/22,14,5,PRSE,4,V,3,0,90,10.9
2022,9/12/22,14,5,PRSE,5,L,3,0,24.5,18
2022,9/12/22,14,5,PRSE,6,L,2,1,89,11.7
2022,9/12/22,14,5,PRSE,7,D,0,0,,
2022,9/12/22,14,5,PRSE,8,V,3,0,80.5,20
2022,9/12/22,14,5,PRSE,9,L,2,0,99,15.8
2022,9/12/22,14,5,PRSE,10,V,3,1,51,5.4
2022,9/12/22,14,5,PRSE,11,L,3,1,92.5,13.6
2022,9/12/22,14,5,PRSE,12,L,2,0,84.5,13.9
2022,9/12/22,14,5,PRSE,13,L,2,0,118,10.8
2022,9/12/22,14,5,PRSE,14,L,0,1,97,11.8
2022,9/12/22,14,5,PRSE,15,L,3,0,100.5,10.4
2022,9/12/22,14,5,PRSE,16,L,1,0,81.5,11.7
2022,9/12/22,14,5,PRSE,17,L,2,0,91,11.6
2022,9/12/22,14,5,PRSE,18,L,2,0,107.5,11.5
2022,9/12/22,14,5,PRSE,19,V,3,1,62,7.1
2022,9/12/22,14,5,PRSE,20,V,3,0,91.5,12.4
2022,9/12/22,14,5,PRSE,21,L,1,0,67.5,7.8
2022,9/12/22,14,5,BELE,1,D,0,0,,
2022,9/12/22,14,5,BELE,2,L,2,0,84,8.2
2022,9/12/22,14,5,BELE,3,D,0,0,,
2022,9/12/22,14,5,BELE,4,D,0,0,,
2022,9/12/22,14,5,BELE,5,D,0,0,,
2022,9/12/22,14,5,BELE,6,D,0,0,,
2022,9/12/22,14,5,BELE,7,D,0,0,,
2022,9/12/22,14,5,BELE,8,L,2,0,65,10.2
2022,9/12/22,14,5,BELE,9,L,2,0,108,9.9
2022,9/12/22,14,5,BELE,10,D,0,0,,
2022,9/12/22,14,5,BELE,11,L,2,0,51,8
2022,9/12/22,14,5,BELE,12,L,2,1,98,14.3
2022,9/12/22,14,5,BELE,13,D,0,0,,
2022,9/12/22,14,5,BELE,14,D,0,0,,
2022,9/12/22,14,5,BELE,15,D,0,0,,
2022,9/12/22,14,5,BELE,16,D,0,0,,
